DATE,VOUCHER_NO,ACCOUNT_CODE,ACCOUNT_NAME,DEBIT_INR,CREDIT_INR,NARRATION,COUNTERPARTY
11-03-2025,JV-12062,ACC-59560,Revenue - Domestic B2B,0,67159,INV INV-25-1062,Customer H Corp
11-03-2025,JV-12075,ACC-28426,Trade Receivables - HQ,246769,0,INV INV-25-1075,Customer I Corp
11-03-2025,JV-12075,ACC-59560,Revenue - Domestic B2B,0,246769,INV INV-25-1075,Customer I Corp
11-03-2025,JV-12083,ACC-28426,Trade Receivables - HQ,105591,0,INV INV-25-1083,Customer I Corp
11-03-2025,JV-12083,ACC-59560,Revenue - Domestic B2B,0,105591,INV INV-25-1083,Customer I Corp
11-03-2025,JV-12169,ACC-28426,Trade Receivables - HQ,159556,0,INV INV-25-1169,Customer J Corp
11-03-2025,JV-12169,ACC-59560,Revenue - Domestic B2B,0,159556,INV INV-25-1169,Customer J Corp
12-03-2025,JV-10202,ACC-71213,Outbound Freight & Logistics,171882.71,0,UTR/853629//EXP,Generic Vendor 41 Pvt Ltd
12-03-2025,JV-10202,ACC-57994,Bank A/c - ICICI Current,0,171882.71,UTR/853629//EXP,Generic Vendor 41 Pvt Ltd
12-03-2025,JV-10230,ACC-49980,Repairs and Maintenance - Plant,7429.36,0,UTR/688678//EXP,Generic Vendor 57 Pvt Ltd
12-03-2025,JV-10230,ACC-57994,Bank A/c - ICICI Current,0,7429.36,UTR/688678//EXP,Generic Vendor 57 Pvt Ltd
12-03-2025,JV-10648,ACC-98439,Travel and Conveyance,134118.05,0,UTR/146177//EXP,Generic Vendor 1 Pvt Ltd
12-03-2025,JV-10648,ACC-64647,Bank A/c - HDFC Primary,0,134118.05,UTR/146177//EXP,Generic Vendor 1 Pvt Ltd
12-03-2025,JV-10979,ACC-89551,Office Supplies & Consumables,45348.42,0,UTR/265092//EXP,Generic Vendor 1 Pvt Ltd
12-03-2025,JV-10979,ACC-57994,Bank A/c - ICICI Current,0,45348.42,UTR/265092//EXP,Generic Vendor 1 Pvt Ltd
12-03-2025,JV-11005,ACC-49980,Repairs and Maintenance - Plant,105838.45,0,UTR/479167//EXP,Generic Vendor 21 Pvt Ltd
12-03-2025,JV-11005,ACC-57994,Bank A/c - ICICI Current,0,105838.45,UTR/479167//EXP,Generic Vendor 21 Pvt Ltd
12-03-2025,JV-11295,ACC-49980,Repairs and Maintenance - Plant,121924.5,0,UTR/304394//EXP,Generic Vendor 50 Pvt Ltd
12-03-2025,JV-11295,ACC-14252,Bank A/c - Payroll,0,121924.5,UTR/304394//EXP,Generic Vendor 50 Pvt Ltd
12-03-2025,JV-11851,ACC-71213,Outbound Freight & Logistics,81244.29,0,UTR/977135//EXP,Generic Vendor 4 Pvt Ltd
12-03-2025,JV-11851,ACC-64647,Bank A/c - HDFC Primary,0,81244.29,UTR/977135//EXP,Generic Vendor 4 Pvt Ltd
12-03-2025,JV-12028,ACC-28426,Trade Receivables - HQ,180608,0,INV INV-25-1028,Customer A Corp
12-03-2025,JV-12028,ACC-59560,Revenue - Domestic B2B,0,180608,INV INV-25-1028,Customer A Corp
12-03-2025,JV-12098,ACC-28426,Trade Receivables - HQ,90774,0,INV INV-25-1098,Customer F Corp
12-03-2025,JV-12098,ACC-59560,Revenue - Domestic B2B,0,90774,INV INV-25-1098,Customer F Corp
12-03-2025,JV-12139,ACC-28426,Trade Receivables - HQ,160989,0,INV INV-25-1139,Customer C Corp
12-03-2025,JV-12139,ACC-59560,Revenue - Domestic B2B,0,160989,INV INV-25-1139,Customer C Corp
12-03-2025,JV-12143,ACC-28426,Trade Receivables - HQ,181278,0,INV INV-25-1143,Customer F Corp
12-03-2025,JV-12143,ACC-59560,Revenue - Domestic B2B,0,181278,INV INV-25-1143,Customer F Corp
12-03-2025,JV-12194,ACC-28426,Trade Receivables - HQ,71959,0,INV INV-25-1194,Customer B Corp
12-03-2025,JV-12194,ACC-59560,Revenue - Domestic B2B,0,71959,INV INV-25-1194,Customer B Corp
13-03-2025,JV-10092,ACC-50342,Legal & Professional Fees - Misc,103731.63,0,UTR/674553//EXP,Generic Vendor 26 Pvt Ltd
13-03-2025,JV-10092,ACC-14252,Bank A/c - Payroll,0,103731.63,UTR/674553//EXP,Generic Vendor 26 Pvt Ltd
13-03-2025,JV-10426,ACC-71213,Outbound Freight & Logistics,161549.6,0,UTR/958130//EXP,Generic Vendor 26 Pvt Ltd
13-03-2025,JV-10426,ACC-57994,Bank A/c - ICICI Current,0,161549.6,UTR/958130//EXP,Generic Vendor 26 Pvt Ltd
13-03-2025,JV-10566,ACC-50342,Legal & Professional Fees - Misc,46172.59,0,UTR/678719//EXP,Generic Vendor 12 Pvt Ltd
13-03-2025,JV-10566,ACC-14252,Bank A/c - Payroll,0,46172.59,UTR/678719//EXP,Generic Vendor 12 Pvt Ltd
13-03-2025,JV-10737,ACC-52512,Salaries & Wages - Exec,24289.89,0,UTR/570852//EXP,Generic Vendor 49 Pvt Ltd
13-03-2025,JV-10737,ACC-64647,Bank A/c - HDFC Primary,0,24289.89,UTR/570852//EXP,Generic Vendor 49 Pvt Ltd
13-03-2025,JV-10906,ACC-28426,Trade Receivables - HQ,172458.32,0,UTR/680412//EXP,Generic Vendor 1 Pvt Ltd
13-03-2025,JV-10906,ACC-57994,Bank A/c - ICICI Current,0,172458.32,UTR/680412//EXP,Generic Vendor 1 Pvt Ltd
13-03-2025,JV-10998,ACC-28426,Trade Receivables - HQ,111647.37,0,UTR/998723//EXP,Generic Vendor 49 Pvt Ltd
13-03-2025,JV-10998,ACC-57994,Bank A/c - ICICI Current,0,111647.37,UTR/998723//EXP,Generic Vendor 49 Pvt Ltd
13-03-2025,JV-11413,ACC-28426,Trade Receivables - HQ,175723.59,0,UTR/303895//EXP,Generic Vendor 26 Pvt Ltd
13-03-2025,JV-11413,ACC-64647,Bank A/c - HDFC Primary,0,175723.59,UTR/303895//EXP,Generic Vendor 26 Pvt Ltd
13-03-2025,JV-11556,ACC-49980,Repairs and Maintenance - Plant,34925.47,0,UTR/253032//EXP,Generic Vendor 51 Pvt Ltd
13-03-2025,JV-11556,ACC-57994,Bank A/c - ICICI Current,0,34925.47,UTR/253032//EXP,Generic Vendor 51 Pvt Ltd
13-03-2025,JV-12006,ACC-28426,Trade Receivables - HQ,104886,0,INV INV-25-1006,Customer F Corp
13-03-2025,JV-12006,ACC-59560,Revenue - Domestic B2B,0,104886,INV INV-25-1006,Customer F Corp
13-03-2025,JV-12065,ACC-28426,Trade Receivables - HQ,130077,0,INV INV-25-1065,Customer H Corp
13-03-2025,JV-12065,ACC-59560,Revenue - Domestic B2B,0,130077,INV INV-25-1065,Customer H Corp
13-03-2025,JV-12102,ACC-28426,Trade Receivables - HQ,248635,0,INV INV-25-1102,Customer I Corp
13-03-2025,JV-12102,ACC-59560,Revenue - Domestic B2B,0,248635,INV INV-25-1102,Customer I Corp
13-03-2025,JV-12152,ACC-28426,Trade Receivables - HQ,137939,0,INV INV-25-1152,Customer D Corp
13-03-2025,JV-12152,ACC-59560,Revenue - Domestic B2B,0,137939,INV INV-25-1152,Customer D Corp
13-03-2025,JV-12323,ACC-89551,Office Supplies & Consumables,99999,0,Logistics NLS-1029,Nova Logistics Solutions
13-03-2025,JV-12323,ACC-64647,Bank A/c - HDFC Primary,0,99999,Logistics NLS-1029,Nova Logistics Solutions
14-03-2025,JV-10278,ACC-52512,Salaries & Wages - Exec,96267.34,0,UTR/147623//EXP,Generic Vendor 20 Pvt Ltd
14-03-2025,JV-10278,ACC-57994,Bank A/c - ICICI Current,0,96267.34,UTR/147623//EXP,Generic Vendor 20 Pvt Ltd
14-03-2025,JV-10306,ACC-52512,Salaries & Wages - Exec,142693.17,0,UTR/450905//EXP,Delta Trading Corp
14-03-2025,JV-10306,ACC-64647,Bank A/c - HDFC Primary,0,142693.17,UTR/450905//EXP,Delta Trading Corp
14-03-2025,JV-10359,ACC-50342,Legal & Professional Fees - Misc,28271.97,0,UTR/811027//EXP,Generic Vendor 39 Pvt Ltd
14-03-2025,JV-10359,ACC-64647,Bank A/c - HDFC Primary,0,28271.97,UTR/811027//EXP,Generic Vendor 39 Pvt Ltd
14-03-2025,JV-10829,ACC-71213,Outbound Freight & Logistics,105066.87,0,UTR/334865//EXP,Generic Vendor 37 Pvt Ltd
14-03-2025,JV-10829,ACC-14252,Bank A/c - Payroll,0,105066.87,UTR/334865//EXP,Generic Vendor 37 Pvt Ltd
14-03-2025,JV-11334,ACC-59411,Marketing & Ad Spend,24382.03,0,UTR/703945//EXP,Generic Vendor 44 Pvt Ltd
14-03-2025,JV-11334,ACC-57994,Bank A/c - ICICI Current,0,24382.03,UTR/703945//EXP,Generic Vendor 44 Pvt Ltd
14-03-2025,JV-11409,ACC-71213,Outbound Freight & Logistics,57530.55,0,UTR/747518//EXP,Generic Vendor 26 Pvt Ltd
14-03-2025,JV-11409,ACC-64647,Bank A/c - HDFC Primary,0,57530.55,UTR/747518//EXP,Generic Vendor 26 Pvt Ltd
14-03-2025,JV-11466,ACC-10250,Internet and Comm Charges,5263.09,0,UTR/615530//EXP,Generic Vendor 44 Pvt Ltd
14-03-2025,JV-11466,ACC-64647,Bank A/c - HDFC Primary,0,5263.09,UTR/615530//EXP,Generic Vendor 44 Pvt Ltd
14-03-2025,JV-11476,ACC-89551,Office Supplies & Consumables,70726.04,0,UTR/442838//EXP,Generic Vendor 44 Pvt Ltd
14-03-2025,JV-11476,ACC-64647,Bank A/c - HDFC Primary,0,70726.04,UTR/442838//EXP,Generic Vendor 44 Pvt Ltd
14-03-2025,JV-11740,ACC-89551,Office Supplies & Consumables,122959,0,UTR/365206//EXP,Generic Vendor 40 Pvt Ltd
14-03-2025,JV-11740,ACC-14252,Bank A/c - Payroll,0,122959,UTR/365206//EXP,Generic Vendor 40 Pvt Ltd
14-03-2025,JV-12010,ACC-28426,Trade Receivables - HQ,162727,0,INV INV-25-1010,Customer A Corp
14-03-2025,JV-12010,ACC-59560,Revenue - Domestic B2B,0,162727,INV INV-25-1010,Customer A Corp
14-03-2025,JV-12024,ACC-28426,Trade Receivables - HQ,153355,0,INV INV-25-1024,Customer B Corp
14-03-2025,JV-12024,ACC-59560,Revenue - Domestic B2B,0,153355,INV INV-25-1024,Customer B Corp
14-03-2025,JV-12046,ACC-28426,Trade Receivables - HQ,166216,0,INV INV-25-1046,Customer F Corp
14-03-2025,JV-12046,ACC-59560,Revenue - Domestic B2B,0,166216,INV INV-25-1046,Customer F Corp
14-03-2025,JV-12047,ACC-28426,Trade Receivables - HQ,61394,0,INV INV-25-1047,Customer A Corp
14-03-2025,JV-12047,ACC-59560,Revenue - Domestic B2B,0,61394,INV INV-25-1047,Customer A Corp
14-03-2025,JV-12068,ACC-28426,Trade Receivables - HQ,69457,0,INV INV-25-1068,Customer I Corp
14-03-2025,JV-12068,ACC-59560,Revenue - Domestic B2B,0,69457,INV INV-25-1068,Customer I Corp
14-03-2025,JV-12090,ACC-28426,Trade Receivables - HQ,244776,0,INV INV-25-1090,Customer F Corp
14-03-2025,JV-12090,ACC-59560,Revenue - Domestic B2B,0,244776,INV INV-25-1090,Customer F Corp
14-03-2025,JV-12140,ACC-28426,Trade Receivables - HQ,140982,0,INV INV-25-1140,Customer A Corp
14-03-2025,JV-12140,ACC-59560,Revenue - Domestic B2B,0,140982,INV INV-25-1140,Customer A Corp
14-03-2025,JV-12193,ACC-28426,Trade Receivables - HQ,239125,0,INV INV-25-1193,Customer G Corp
14-03-2025,JV-12193,ACC-59560,Revenue - Domestic B2B,0,239125,INV INV-25-1193,Customer G Corp
14-03-2025,JV-12301,ACC-89551,Office Supplies & Consumables,99999,0,Logistics NLS-1007,Nova Logistics Solutions
14-03-2025,JV-12301,ACC-14252,Bank A/c - Payroll,0,99999,Logistics NLS-1007,Nova Logistics Solutions
15-03-2025,JV-10377,ACC-71213,Outbound Freight & Logistics,25715.23,0,UTR/918164//EXP,Generic Vendor 54 Pvt Ltd
15-03-2025,JV-10377,ACC-57994,Bank A/c - ICICI Current,0,25715.23,UTR/918164//EXP,Generic Vendor 54 Pvt Ltd
15-03-2025,JV-10422,ACC-28426,Trade Receivables - HQ,49792.11,0,UTR/301603//EXP,Generic Vendor 31 Pvt Ltd
15-03-2025,JV-10422,ACC-14252,Bank A/c - Payroll,0,49792.11,UTR/301603//EXP,Generic Vendor 31 Pvt Ltd
15-03-2025,JV-10638,ACC-28426,Trade Receivables - HQ,57900,0,UTR/865416//EXP,Generic Vendor 28 Pvt Ltd
15-03-2025,JV-10638,ACC-64647,Bank A/c - HDFC Primary,0,57900,UTR/865416//EXP,Generic Vendor 28 Pvt Ltd
15-03-2025,JV-10782,ACC-10250,Internet and Comm Charges,18806.07,0,UTR/334176//EXP,Generic Vendor 23 Pvt Ltd
15-03-2025,JV-10782,ACC-14252,Bank A/c - Payroll,0,18806.07,UTR/334176//EXP,Generic Vendor 23 Pvt Ltd
15-03-2025,JV-11580,ACC-28426,Trade Receivables - HQ,72768.06,0,UTR/211222//EXP,Generic Vendor 38 Pvt Ltd
15-03-2025,JV-11580,ACC-64647,Bank A/c - HDFC Primary,0,72768.06,UTR/211222//EXP,Generic Vendor 38 Pvt Ltd
15-03-2025,JV-11732,ACC-10250,Internet and Comm Charges,18924.07,0,UTR/755608//EXP,Generic Vendor 40 Pvt Ltd
15-03-2025,JV-11732,ACC-64647,Bank A/c - HDFC Primary,0,18924.07,UTR/755608//EXP,Generic Vendor 40 Pvt Ltd
15-03-2025,JV-11741,ACC-71213,Outbound Freight & Logistics,3346.03,0,UTR/772101//EXP,Generic Vendor 28 Pvt Ltd
15-03-2025,JV-11741,ACC-57994,Bank A/c - ICICI Current,0,3346.03,UTR/772101//EXP,Generic Vendor 28 Pvt Ltd
15-03-2025,JV-12013,ACC-28426,Trade Receivables - HQ,241335,0,INV INV-25-1013,Customer D Corp
15-03-2025,JV-12013,ACC-59560,Revenue - Domestic B2B,0,241335,INV INV-25-1013,Customer D Corp
15-03-2025,JV-12027,ACC-28426,Trade Receivables - HQ,209765,0,INV INV-25-1027,Customer E Corp
15-03-2025,JV-12027,ACC-59560,Revenue - Domestic B2B,0,209765,INV INV-25-1027,Customer E Corp
15-03-2025,JV-12043,ACC-28426,Trade Receivables - HQ,106886,0,INV INV-25-1043,Customer D Corp
15-03-2025,JV-12043,ACC-59560,Revenue - Domestic B2B,0,106886,INV INV-25-1043,Customer D Corp
15-03-2025,JV-12188,ACC-28426,Trade Receivables - HQ,187848,0,INV INV-25-1188,Customer D Corp
15-03-2025,JV-12188,ACC-59560,Revenue - Domestic B2B,0,187848,INV INV-25-1188,Customer D Corp
15-03-2025,JV-12315,ACC-59411,Marketing & Ad Spend,99999,0,Logistics NLS-1021,Nova Logistics Solutions
15-03-2025,JV-12315,ACC-64647,Bank A/c - HDFC Primary,0,99999,Logistics NLS-1021,Nova Logistics Solutions
16-03-2025,JV-10369,ACC-10250,Internet and Comm Charges,64494.28,0,UTR/676713//EXP,Generic Vendor 5 Pvt Ltd
16-03-2025,JV-10369,ACC-14252,Bank A/c - Payroll,0,64494.28,UTR/676713//EXP,Generic Vendor 5 Pvt Ltd
16-03-2025,JV-10548,ACC-71213,Outbound Freight & Logistics,171681.82,0,UTR/842776//EXP,Generic Vendor 30 Pvt Ltd
16-03-2025,JV-10548,ACC-64647,Bank A/c - HDFC Primary,0,171681.82,UTR/842776//EXP,Generic Vendor 30 Pvt Ltd
16-03-2025,JV-10766,ACC-89551,Office Supplies & Consumables,164338.23,0,UTR/281614//EXP,Delta Trading Corp
16-03-2025,JV-10766,ACC-57994,Bank A/c - ICICI Current,0,164338.23,UTR/281614//EXP,Delta Trading Corp
16-03-2025,JV-11317,ACC-19808,Utility Expenses - Electricity,12769.46,0,UTR/195071//EXP,Delta Trading Corp
16-03-2025,JV-11317,ACC-57994,Bank A/c - ICICI Current,0,12769.46,UTR/195071//EXP,Delta Trading Corp
16-03-2025,JV-11805,ACC-19808,Utility Expenses - Electricity,127898.75,0,UTR/996531//EXP,Generic Vendor 9 Pvt Ltd
16-03-2025,JV-11805,ACC-64647,Bank A/c - HDFC Primary,0,127898.75,UTR/996531//EXP,Generic Vendor 9 Pvt Ltd
16-03-2025,JV-12009,ACC-28426,Trade Receivables - HQ,137498,0,INV INV-25-1009,Customer D Corp
16-03-2025,JV-12009,ACC-59560,Revenue - Domestic B2B,0,137498,INV INV-25-1009,Customer D Corp
16-03-2025,JV-12032,ACC-28426,Trade Receivables - HQ,199503,0,INV INV-25-1032,Customer E Corp
16-03-2025,JV-12032,ACC-59560,Revenue - Domestic B2B,0,199503,INV INV-25-1032,Customer E Corp
16-03-2025,JV-12049,ACC-28426,Trade Receivables - HQ,53890,0,INV INV-25-1049,Customer F Corp
16-03-2025,JV-12049,ACC-59560,Revenue - Domestic B2B,0,53890,INV INV-25-1049,Customer F Corp
16-03-2025,JV-12070,ACC-28426,Trade Receivables - HQ,128953,0,INV INV-25-1070,Customer G Corp
16-03-2025,JV-12070,ACC-59560,Revenue - Domestic B2B,0,128953,INV INV-25-1070,Customer G Corp
16-03-2025,JV-12099,ACC-28426,Trade Receivables - HQ,52568,0,INV INV-25-1099,Customer H Corp
16-03-2025,JV-12099,ACC-59560,Revenue - Domestic B2B,0,52568,INV INV-25-1099,Customer H Corp
16-03-2025,JV-12131,ACC-28426,Trade Receivables - HQ,74538,0,INV INV-25-1131,Customer H Corp
16-03-2025,JV-12131,ACC-59560,Revenue - Domestic B2B,0,74538,INV INV-25-1131,Customer H Corp
16-03-2025,JV-12144,ACC-28426,Trade Receivables - HQ,172409,0,INV INV-25-1144,Customer C Corp
16-03-2025,JV-12144,ACC-59560,Revenue - Domestic B2B,0,172409,INV INV-25-1144,Customer C Corp
16-03-2025,JV-12183,ACC-28426,Trade Receivables - HQ,73776,0,INV INV-25-1183,Customer I Corp
16-03-2025,JV-12183,ACC-59560,Revenue - Domestic B2B,0,73776,INV INV-25-1183,Customer I Corp
17-03-2025,JV-10204,ACC-19808,Utility Expenses - Electricity,135177.65,0,UTR/203225//EXP,Generic Vendor 28 Pvt Ltd
17-03-2025,JV-10204,ACC-64647,Bank A/c - HDFC Primary,0,135177.65,UTR/203225//EXP,Generic Vendor 28 Pvt Ltd
17-03-2025,JV-10389,ACC-59411,Marketing & Ad Spend,83277.31,0,UTR/162823//EXP,Generic Vendor 45 Pvt Ltd
17-03-2025,JV-10389,ACC-57994,Bank A/c - ICICI Current,0,83277.31,UTR/162823//EXP,Generic Vendor 45 Pvt Ltd
17-03-2025,JV-11349,ACC-47102,Software Subscriptions - SaaS,34209.32,0,UTR/145209//EXP,Generic Vendor 43 Pvt Ltd
17-03-2025,JV-11349,ACC-57994,Bank A/c - ICICI Current,0,34209.32,UTR/145209//EXP,Generic Vendor 43 Pvt Ltd
17-03-2025,JV-11437,ACC-19808,Utility Expenses - Electricity,124323.54,0,UTR/480132//EXP,Generic Vendor 45 Pvt Ltd
17-03-2025,JV-11437,ACC-57994,Bank A/c - ICICI Current,0,124323.54,UTR/480132//EXP,Generic Vendor 45 Pvt Ltd
17-03-2025,JV-11628,ACC-10250,Internet and Comm Charges,154061.32,0,UTR/788870//EXP,Generic Vendor 46 Pvt Ltd
17-03-2025,JV-11628,ACC-14252,Bank A/c - Payroll,0,154061.32,UTR/788870//EXP,Generic Vendor 46 Pvt Ltd
17-03-2025,JV-12076,ACC-28426,Trade Receivables - HQ,87065,0,INV INV-25-1076,Customer D Corp
17-03-2025,JV-12076,ACC-59560,Revenue - Domestic B2B,0,87065,INV INV-25-1076,Customer D Corp
17-03-2025,JV-12086,ACC-28426,Trade Receivables - HQ,132798,0,INV INV-25-1086,Customer C Corp
17-03-2025,JV-12086,ACC-59560,Revenue - Domestic B2B,0,132798,INV INV-25-1086,Customer C Corp
17-03-2025,JV-12124,ACC-28426,Trade Receivables - HQ,139135,0,INV INV-25-1124,Customer F Corp
17-03-2025,JV-12124,ACC-59560,Revenue - Domestic B2B,0,139135,INV INV-25-1124,Customer F Corp
17-03-2025,JV-12146,ACC-28426,Trade Receivables - HQ,231708,0,INV INV-25-1146,Customer E Corp
17-03-2025,JV-12146,ACC-59560,Revenue - Domestic B2B,0,231708,INV INV-25-1146,Customer E Corp
17-03-2025,JV-12147,ACC-28426,Trade Receivables - HQ,100015,0,INV INV-25-1147,Customer H Corp
17-03-2025,JV-12147,ACC-59560,Revenue - Domestic B2B,0,100015,INV INV-25-1147,Customer H Corp
17-03-2025,JV-12171,ACC-28426,Trade Receivables - HQ,145259,0,INV INV-25-1171,Customer J Corp
17-03-2025,JV-12171,ACC-59560,Revenue - Domestic B2B,0,145259,INV INV-25-1171,Customer J Corp
18-03-2025,JV-10622,ACC-47102,Software Subscriptions - SaaS,18343.78,0,UTR/246814//EXP,Generic Vendor 7 Pvt Ltd
18-03-2025,JV-10622,ACC-64647,Bank A/c - HDFC Primary,0,18343.78,UTR/246814//EXP,Generic Vendor 7 Pvt Ltd
18-03-2025,JV-10896,ACC-50342,Legal & Professional Fees - Misc,84282.87,0,UTR/139726//EXP,Generic Vendor 22 Pvt Ltd
18-03-2025,JV-10896,ACC-64647,Bank A/c - HDFC Primary,0,84282.87,UTR/139726//EXP,Generic Vendor 22 Pvt Ltd
18-03-2025,JV-10951,ACC-10250,Internet and Comm Charges,108586.41,0,UTR/340977//EXP,Generic Vendor 5 Pvt Ltd
18-03-2025,JV-10951,ACC-57994,Bank A/c - ICICI Current,0,108586.41,UTR/340977//EXP,Generic Vendor 5 Pvt Ltd
18-03-2025,JV-11010,ACC-49980,Repairs and Maintenance - Plant,130584.34,0,UTR/347259//EXP,Generic Vendor 52 Pvt Ltd
18-03-2025,JV-11010,ACC-64647,Bank A/c - HDFC Primary,0,130584.34,UTR/347259//EXP,Generic Vendor 52 Pvt Ltd
18-03-2025,JV-11221,ACC-52512,Salaries & Wages - Exec,61992.29,0,UTR/148381//EXP,Generic Vendor 57 Pvt Ltd
18-03-2025,JV-11221,ACC-64647,Bank A/c - HDFC Primary,0,61992.29,UTR/148381//EXP,Generic Vendor 57 Pvt Ltd
18-03-2025,JV-12019,ACC-28426,Trade Receivables - HQ,109735,0,INV INV-25-1019,Customer A Corp
18-03-2025,JV-12019,ACC-59560,Revenue - Domestic B2B,0,109735,INV INV-25-1019,Customer A Corp
18-03-2025,JV-12060,ACC-28426,Trade Receivables - HQ,174358,0,INV INV-25-1060,Customer I Corp
18-03-2025,JV-12060,ACC-59560,Revenue - Domestic B2B,0,174358,INV INV-25-1060,Customer I Corp
18-03-2025,JV-12115,ACC-28426,Trade Receivables - HQ,76854,0,INV INV-25-1115,Customer E Corp
18-03-2025,JV-12115,ACC-59560,Revenue - Domestic B2B,0,76854,INV INV-25-1115,Customer E Corp
18-03-2025,JV-12125,ACC-28426,Trade Receivables - HQ,177478,0,INV INV-25-1125,Customer G Corp
18-03-2025,JV-12125,ACC-59560,Revenue - Domestic B2B,0,177478,INV INV-25-1125,Customer G Corp
18-03-2025,JV-12128,ACC-28426,Trade Receivables - HQ,173684,0,INV INV-25-1128,Customer F Corp
18-03-2025,JV-12128,ACC-59560,Revenue - Domestic B2B,0,173684,INV INV-25-1128,Customer F Corp
18-03-2025,JV-12175,ACC-28426,Trade Receivables - HQ,202906,0,INV INV-25-1175,Customer I Corp
18-03-2025,JV-12175,ACC-59560,Revenue - Domestic B2B,0,202906,INV INV-25-1175,Customer I Corp
18-03-2025,JV-12186,ACC-28426,Trade Receivables - HQ,247914,0,INV INV-25-1186,Customer G Corp
18-03-2025,JV-12186,ACC-59560,Revenue - Domestic B2B,0,247914,INV INV-25-1186,Customer G Corp
19-03-2025,JV-10015,ACC-71213,Outbound Freight & Logistics,124176.72,0,UTR/905635//EXP,Generic Vendor 54 Pvt Ltd
19-03-2025,JV-10015,ACC-64647,Bank A/c - HDFC Primary,0,124176.72,UTR/905635//EXP,Generic Vendor 54 Pvt Ltd
19-03-2025,JV-10413,ACC-28426,Trade Receivables - HQ,108653,0,UTR/787436//EXP,Generic Vendor 17 Pvt Ltd
19-03-2025,JV-10413,ACC-64647,Bank A/c - HDFC Primary,0,108653,UTR/787436//EXP,Generic Vendor 17 Pvt Ltd
19-03-2025,JV-10763,ACC-98439,Travel and Conveyance,7858.74,0,UTR/270820//EXP,Generic Vendor 4 Pvt Ltd
19-03-2025,JV-10763,ACC-57994,Bank A/c - ICICI Current,0,7858.74,UTR/270820//EXP,Generic Vendor 4 Pvt Ltd
19-03-2025,JV-11154,ACC-47102,Software Subscriptions - SaaS,91911.45,0,UTR/591534//EXP,Generic Vendor 39 Pvt Ltd
19-03-2025,JV-11154,ACC-64647,Bank A/c - HDFC Primary,0,91911.45,UTR/591534//EXP,Generic Vendor 39 Pvt Ltd
19-03-2025,JV-11822,ACC-52512,Salaries & Wages - Exec,7750.42,0,UTR/172866//EXP,Generic Vendor 13 Pvt Ltd
19-03-2025,JV-11822,ACC-57994,Bank A/c - ICICI Current,0,7750.42,UTR/172866//EXP,Generic Vendor 13 Pvt Ltd
19-03-2025,JV-12020,ACC-28426,Trade Receivables - HQ,244027,0,INV INV-25-1020,Customer H Corp
19-03-2025,JV-12020,ACC-59560,Revenue - Domestic B2B,0,244027,INV INV-25-1020,Customer H Corp
19-03-2025,JV-12031,ACC-28426,Trade Receivables - HQ,172537,0,INV INV-25-1031,Customer B Corp
19-03-2025,JV-12031,ACC-59560,Revenue - Domestic B2B,0,172537,INV INV-25-1031,Customer B Corp
19-03-2025,JV-12050,ACC-28426,Trade Receivables - HQ,91606,0,INV INV-25-1050,Customer C Corp
19-03-2025,JV-12050,ACC-59560,Revenue - Domestic B2B,0,91606,INV INV-25-1050,Customer C Corp
19-03-2025,JV-12079,ACC-28426,Trade Receivables - HQ,61534,0,INV INV-25-1079,Customer A Corp
19-03-2025,JV-12079,ACC-59560,Revenue - Domestic B2B,0,61534,INV INV-25-1079,Customer A Corp
19-03-2025,JV-12095,ACC-28426,Trade Receivables - HQ,242300,0,INV INV-25-1095,Customer A Corp
19-03-2025,JV-12095,ACC-59560,Revenue - Domestic B2B,0,242300,INV INV-25-1095,Customer A Corp
19-03-2025,JV-12133,ACC-28426,Trade Receivables - HQ,163252,0,INV INV-25-1133,Customer E Corp
19-03-2025,JV-12133,ACC-59560,Revenue - Domestic B2B,0,163252,INV INV-25-1133,Customer E Corp
19-03-2025,JV-12155,ACC-28426,Trade Receivables - HQ,237116,0,INV INV-25-1155,Customer A Corp
19-03-2025,JV-12155,ACC-59560,Revenue - Domestic B2B,0,237116,INV INV-25-1155,Customer A Corp
19-03-2025,JV-12181,ACC-28426,Trade Receivables - HQ,94262,0,INV INV-25-1181,Customer C Corp
19-03-2025,JV-12181,ACC-59560,Revenue - Domestic B2B,0,94262,INV INV-25-1181,Customer C Corp
19-03-2025,JV-12182,ACC-28426,Trade Receivables - HQ,175117,0,INV INV-25-1182,Customer B Corp
19-03-2025,JV-12182,ACC-59560,Revenue - Domestic B2B,0,175117,INV INV-25-1182,Customer B Corp
20-03-2025,JV-10035,ACC-49980,Repairs and Maintenance - Plant,58173.78,0,UTR/781446//EXP,Generic Vendor 43 Pvt Ltd
20-03-2025,JV-10035,ACC-14252,Bank A/c - Payroll,0,58173.78,UTR/781446//EXP,Generic Vendor 43 Pvt Ltd
20-03-2025,JV-10237,ACC-10250,Internet and Comm Charges,81478.81,0,UTR/997004//EXP,Generic Vendor 16 Pvt Ltd
20-03-2025,JV-10237,ACC-64647,Bank A/c - HDFC Primary,0,81478.81,UTR/997004//EXP,Generic Vendor 16 Pvt Ltd
20-03-2025,JV-10560,ACC-71213,Outbound Freight & Logistics,64059.23,0,UTR/606222//EXP,Generic Vendor 2 Pvt Ltd
